CA,LC,MC,SC,S_code,country,export,export_rate,import,import_rate,month,year
-963,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"21,383",-18.7,"22,346",11.2,4,2002
"-1,420",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"23,303",21.5,"24,723",6.3,4,2002
-992,비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,419",16.7,"5,411",-40.6,4,2002
"-5,247",비금속광물제품,계면활성제,연마재,순번,미국,"9,507",-9.7,"14,754",-5.5,5,2002
-689,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"20,510",-21.5,"21,199",-4.2,5,2002
407,비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,476",-1.9,"21,069",-7.0,5,2002
-966,비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,558",-22.7,"4,524",-59.4,5,2002
"-4,696",비금속광물제품,계면활성제,연마재,순번,미국,"9,862",-7.5,"14,558",-7.2,6,2002
"4,377",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"24,531",6.6,"20,154",-10.2,6,2002
"9,848",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"24,513",38.2,"14,665",-19.1,6,2002
"-5,380",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,412",-9.9,"8,792",16.4,6,2002
"-6,060",비금속광물제품,계면활성제,연마재,순번,미국,"9,336",5.8,"15,396",-1.1,7,2002
"-1,615",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"20,043",-6.4,"21,658",-1.0,7,2002
"1,952",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"17,905",4.8,"15,953",-3.9,7,2002
"-2,140",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,753",-17.9,"5,893",-32.7,7,2002
"-3,783",비금속광물제품,계면활성제,연마재,순번,미국,"9,409",-7.4,"13,192",-12.8,8,2002
580,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"21,318",-10.4,"20,738",-14.8,8,2002
"7,670",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,345",4.4,"12,675",-23.5,8,2002
"-1,139",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,033",0.8,"5,172",-22.7,8,2002
"-4,618",비금속광물제품,계면활성제,연마재,순번,미국,"8,648",5.2,"13,266",-3.4,9,2002
-939,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"19,877",-2.5,"20,816",5.0,9,2002
536,비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,754",3.5,"19,218",17.3,9,2002
"-4,474",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,333",44.2,"7,807",54.7,9,2002
"-5,718",비금속광물제품,계면활성제,연마재,순번,미국,"8,826",-0.9,"14,544",-2.3,10,2002
-231,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"21,542",0.1,"21,773",-7.6,10,2002
"7,476",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,977",9.2,"13,501",-20.6,10,2002
"-2,244",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"5,614",43.2,"7,858",3.8,10,2002
"-6,269",비금속광물제품,계면활성제,연마재,순번,미국,"9,221",2.8,"15,490",16.7,11,2002
288,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"19,501",-7.6,"19,213",-5.3,11,2002
"3,245",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,089",22.9,"16,844",29.1,11,2002
"-4,878",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,075",-7.4,"7,953",60.9,11,2002
"-6,545",비금속광물제품,계면활성제,연마재,순번,미국,"7,768",-22.6,"14,313",15.8,12,2002
"-1,382",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"16,900",-7.8,"18,282",4.9,12,2002
"3,942",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,675",6.4,"16,733",98.8,12,2002
"-6,865",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,919",37.4,"10,784",45.9,12,2002
"-2,900",비금속광물제품,계면활성제,연마재,순번,미국,"10,864",23.3,"13,764",7.8,1,2001
"8,720",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"25,835",12.3,"17,115",8.3,1,2001
"4,569",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,832",19.0,"16,263",43.4,1,2001
"-9,786",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,668",87.8,"13,454",10.9,1,2001
"-3,867",비금속광물제품,계면활성제,연마재,순번,미국,"10,889",4.9,"14,756",-3.8,2,2001
"4,329",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"24,702",-6.9,"20,373",1.9,2,2001
"9,841",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,280",3.8,"11,439",-11.8,2,2001
"-10,113",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,544",29.0,"13,657",12.3,2,2001
"-5,002",비금속광물제품,계면활성제,연마재,순번,미국,"11,521",-9.7,"16,523",16.8,3,2001
"7,090",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"30,574",-5.1,"23,484",-0.4,3,2001
"8,487",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,894",-2.4,"13,407",-20.5,3,2001
"-12,057",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,562",15.4,"16,619",49.0,3,2001
"-4,353",비금속광물제품,계면활성제,연마재,순번,미국,"10,291",-8.4,"14,644",-5.2,4,2001
"6,189",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"26,287",-6.2,"20,098",-4.0,4,2001
"-4,072",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,177",-12.7,"23,249",88.1,4,2001
"-5,318",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,785",0.0,"9,103",2.2,4,2001
"-5,096",비금속광물제품,계면활성제,연마재,순번,미국,"10,523",4.7,"15,619",1.8,5,2001
"3,991",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"26,117",-9.0,"22,126",8.0,5,2001
-779,비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,885",5.9,"22,664",99.4,5,2001
"-6,538",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,602",11.0,"11,140",-16.8,5,2001
"-5,031",비금속광물제품,계면활성제,연마재,순번,미국,"10,658",-6.2,"15,689",-2.2,6,2001
547,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"23,002",-12.3,"22,455",13.3,6,2001
-402,비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"17,732",-10.7,"18,134",12.3,6,2001
"-3,771",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,785",-3.1,"7,556",-26.3,6,2001
"-6,742",비금속광물제품,계면활성제,연마재,순번,미국,"8,824",-3.7,"15,566",-8.9,7,2001
-470,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"21,409",-10.2,"21,879",13.1,7,2001
497,비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"17,089",-12.3,"16,592",13.4,7,2001
"-4,187",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,571",42.3,"8,758",-33.2,7,2001
"-4,969",비금속광물제품,계면활성제,연마재,순번,미국,"10,164",-13.1,"15,133",-6.0,8,2001
-561,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"23,782",-17.6,"24,343",27.3,8,2001
"2,921",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,483",-17.9,"16,562",32.7,8,2001
"-2,692",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,000",-14.8,"6,692",-47.1,8,2001
"-5,517",비금속광물제품,계면활성제,연마재,순번,미국,"8,219",-31.5,"13,736",-4.4,9,2001
559,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"20,378",-22.2,"19,819",16.8,9,2001
"2,700",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,084",-11.6,"16,384",13.7,9,2001
"-2,736",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"2,311",-35.8,"5,047",-66.4,9,2001
"-5,984",비금속광물제품,계면활성제,연마재,순번,미국,"8,907",-25.0,"14,891",-15.0,10,2001
"-2,048",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"21,524",-12.1,"23,572",26.6,10,2001
"2,214",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,207",1.1,"16,993",-2.1,10,2001
"-3,652",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,920",21.0,"7,572",-43.3,10,2001
"-4,295",비금속광물제품,계면활성제,연마재,순번,미국,"8,974",-30.6,"13,269",-19.3,11,2001
813,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"21,103",-12.0,"20,290",21.0,11,2001
"3,293",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"16,341",-24.2,"13,048",-16.9,11,2001
"-1,620",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,322",-15.0,"4,942",-61.5,11,2001
"-2,323",비금속광물제품,계면활성제,연마재,순번,미국,"10,039",-28.3,"12,362",-13.2,12,2001
891,비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"18,326",-27.9,"17,435",-3.3,12,2001
"11,009",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,427",-6.2,"8,418",-40.6,12,2001
"-4,537",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"2,852",-15.5,"7,389",-40.1,12,2001
"-3,960",비금속광물제품,계면활성제,연마재,순번,미국,"8,812",0.0,"12,772",0.0,1,2000
"7,199",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"23,004",0.0,"15,805",0.0,1,2000
"6,165",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"17,504",0.0,"11,339",0.0,1,2000
"-10,178",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"1,953",0.0,"12,131",0.0,1,2000
"-4,963",비금속광물제품,계면활성제,연마재,순번,미국,"10,383",0.0,"15,346",0.0,2,2000
"6,542",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"26,527",0.0,"19,985",0.0,2,2000
"7,539",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,502",0.0,"12,963",0.0,2,2000
"-9,418",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"2,747",0.0,"12,165",0.0,2,2000
"-1,400",비금속광물제품,계면활성제,연마재,순번,미국,"12,752",0.0,"14,152",0.0,3,2000
"8,644",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"32,233",0.0,"23,589",0.0,3,2000
"5,573",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"22,440",0.0,"16,867",0.0,3,2000
"-7,204",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,952",0.0,"11,156",0.0,3,2000
"-4,222",비금속광물제품,계면활성제,연마재,순번,미국,"11,232",0.0,"15,454",0.0,4,2000
"7,082",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"28,025",0.0,"20,943",0.0,4,2000
"9,600",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,958",0.0,"12,358",0.0,4,2000
"-5,122",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,786",0.0,"8,908",0.0,4,2000
"-5,283",비금속광물제품,계면활성제,연마재,순번,미국,"10,055",0.0,"15,338",0.0,5,2000
"8,209",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"28,689",0.0,"20,480",0.0,5,2000
"9,293",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,661",0.0,"11,368",0.0,5,2000
"-9,250",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,144",0.0,"13,394",0.0,5,2000
"-4,686",비금속광물제품,계면활성제,연마재,순번,미국,"11,360",0.0,"16,046",0.0,6,2000
"6,402",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"26,218",0.0,"19,816",0.0,6,2000
"3,708",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,857",0.0,"16,149",0.0,6,2000
"-6,348",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,907",0.0,"10,255",0.0,6,2000
"-7,926",비금속광물제품,계면활성제,연마재,순번,미국,"9,167",0.0,"17,093",0.0,7,2000
"4,502",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"23,845",0.0,"19,343",0.0,7,2000
"4,865",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"19,494",0.0,"14,629",0.0,7,2000
"-9,893",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,213",0.0,"13,106",0.0,7,2000
"-4,395",비금속광물제품,계면활성제,연마재,순번,미국,"11,697",0.0,"16,092",0.0,8,2000
"9,721",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"28,847",0.0,"19,126",0.0,8,2000
"11,249",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"23,726",0.0,"12,477",0.0,8,2000
"-7,956",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"4,693",0.0,"12,649",0.0,8,2000
"-2,371",비금속광물제품,계면활성제,연마재,순번,미국,"11,992",0.0,"14,363",0.0,9,2000
"9,226",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"26,190",0.0,"16,964",0.0,9,2000
"7,184",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,593",0.0,"14,409",0.0,9,2000
"-11,406",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,599",0.0,"15,005",0.0,9,2000
"-5,654",비금속광물제품,계면활성제,연마재,순번,미국,"11,873",0.0,"17,527",0.0,10,2000
"5,864",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"24,478",0.0,"18,614",0.0,10,2000
"1,623",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"18,989",0.0,"17,366",0.0,10,2000
"-10,111",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,239",0.0,"13,350",0.0,10,2000
"-3,517",비금속광물제품,계면활성제,연마재,순번,미국,"12,934",0.0,"16,451",0.0,11,2000
"7,208",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"23,979",0.0,"16,771",0.0,11,2000
"5,862",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"21,564",0.0,"15,702",0.0,11,2000
"-8,936",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,909",0.0,"12,845",0.0,11,2000
-228,비금속광물제품,계면활성제,연마재,순번,미국,"14,008",0.0,"14,236",0.0,12,2000
"7,401",비금속광물제품,계면활성제,"석면, 암면 및 유사제품",14099,미국,"25,435",0.0,"18,034",0.0,12,2000
"6,538",비금속광물제품,계면활성제,탄소섬유 및 기타 탄소제품,4,미국,"20,704",0.0,"14,166",0.0,12,2000
"-8,962",비금속광물제품,계면활성제,기타 미분류 비금속광물제품,14094,미국,"3,376",0.0,"12,338",0.0,12,2000
"-17,345",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"26,601",-19.6,"43,946",-11.4,1,2016
"-12,971",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"67,193",2.8,"80,164",4.7,1,2016
"-16,008",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,993",-7.0,"42,001",1.5,2,2016
"18,557",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"64,277",-0.4,"45,720",0.8,2,2016
"-17,036",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,356",-31.7,"39,392",-6.9,3,2016
"7,766",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"65,812",-25.6,"58,046",2.1,3,2016
"-14,662",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,484",-28.3,"36,146",-6.5,4,2016
"-5,960",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"59,342",-30.0,"65,302",-18.4,4,2016
"-19,517",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"23,642",-1.7,"43,159",4.2,5,2016
"-4,936",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,288",-16.4,"74,224",22.7,5,2016
"-17,884",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,661",-0.7,"43,545",-26.3,6,2016
"8,982",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"66,243",-18.7,"57,261",-19.5,6,2016
"-32,412",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,435",-19.4,"57,847",-23.7,7,2016
"17,397",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"70,556",-17.7,"53,159",-22.4,7,2016
"-36,922",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"35,891",-6.8,"72,813",-19.9,8,2016
"10,876",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"64,486",-23.4,"53,610",-18.5,8,2016
0,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,0,-100.0,0,-100.0,9,2016
0,조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,0,-100.0,0,-100.0,9,2016
0,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,0,-100.0,0,-100.0,10,2016
0,조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,0,-100.0,0,-100.0,10,2016
"-13,472",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"37,730",0.7,"51,202",-16.4,11,2016
"5,014",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"57,120",-23.5,"52,106",-31.0,11,2016
"-10,804",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"33,626",-13.7,"44,430",13.9,12,2016
"13,931",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"79,199",-2.7,"65,268",-28.2,12,2016
"-16,499",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"33,103",14.2,"49,602",59.5,1,2015
"-11,229",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"65,332",-3.5,"76,561",33.3,1,2015
"-13,432",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"27,936",3.3,"41,368",68.0,2,2015
"19,141",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"64,503",-13.9,"45,362",-13.0,2,2015
"-9,574",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"32,724",23.6,"42,298",83.2,3,2015
"31,591",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"88,452",-12.9,"56,861",-0.1,3,2015
"-8,697",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"29,970",11.8,"38,667",56.9,4,2015
"4,748",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"84,785",-6.1,"80,037",36.7,4,2015
"-17,374",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"24,061",-11.9,"41,435",31.2,5,2015
"22,372",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"82,848",-15.9,"60,476",27.2,5,2015
"-33,218",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,849",-9.8,"59,067",46.2,6,2015
"10,350",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"81,481",-9.1,"71,131",37.4,6,2015
"-44,249",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"31,555",0.7,"75,804",27.0,7,2015
"17,215",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"85,702",-5.5,"68,487",5.2,7,2015
"-52,318",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"38,529",3.7,"90,847",29.2,8,2015
"18,389",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"84,133",-18.5,"65,744",-19.1,8,2015
"-35,863",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"46,327",-7.5,"82,190",6.1,9,2015
"3,887",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"68,746",-32.1,"64,859",-7.7,9,2015
"-28,020",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"46,946",-17.2,"74,966",3.2,10,2015
"-4,593",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"76,588",-15.9,"81,181",35.5,10,2015
"-23,794",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"37,460",-16.0,"61,254",-8.5,11,2015
-800,조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"74,700",-12.2,"75,500",16.1,11,2015
-48,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"38,953",-8.6,"39,001",-29.3,12,2015
"-9,455",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"81,405",-12.2,"90,860",53.5,12,2015
"-2,091",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"28,997",6.2,"31,088",48.2,1,2014
"10,276",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"67,692",-3.1,"57,416",-0.3,1,2014
"2,423",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"27,041",25.7,"24,618",36.6,2,2014
"22,790",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"74,905",0.9,"52,115",3.2,2,2014
"3,395",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"26,478",20.6,"23,083",27.3,3,2014
"44,622",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"101,521",32.4,"56,899",-5.2,3,2014
"2,161",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"26,806",30.5,"24,645",29.7,4,2014
"31,744",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"90,283",-36.2,"58,539",-23.3,4,2014
"-4,288",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"27,298",12.6,"31,586",64.3,5,2014
"50,946",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"98,484",13.9,"47,538",-16.1,5,2014
"-11,753",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"28,657",13.6,"40,410",76.8,6,2014
"37,905",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"89,674",18.5,"51,769",-21.8,6,2014
"-28,367",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"31,343",-0.4,"59,710",57.9,7,2014
"25,603",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"90,726",14.1,"65,123",22.2,7,2014
"-33,185",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"37,140",-8.1,"70,325",49.6,8,2014
"21,894",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"103,179",38.4,"81,285",70.4,8,2014
"-27,395",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"50,100",9.9,"77,495",73.0,9,2014
"31,012",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"101,249",46.0,"70,237",62.7,9,2014
"-15,948",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"56,669",24.2,"72,617",42.7,10,2014
"31,223",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"91,114",5.3,"59,891",-4.8,10,2014
"-22,366",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"44,580",3.1,"66,946",69.9,11,2014
"19,977",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"85,032",14.6,"65,055",-17.6,11,2014
"-12,543",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"42,615",20.5,"55,158",82.4,12,2014
"33,499",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"92,685",19.4,"59,186",13.7,12,2014
"6,317",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"27,293",3.4,"20,976",-15.4,1,2013
"12,229",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,835",11.2,"57,606",26.8,1,2013
"3,492",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,509",-5.5,"18,017",-13.9,2,2013
"23,759",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"74,265",21.0,"50,506",17.8,2,2013
"3,826",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,957",-12.1,"18,131",-21.5,3,2013
"16,680",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"76,680",-9.0,"60,000",1.0,3,2013
"1,537",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,537",-5.3,"19,000",-2.3,4,2013
"65,205",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"141,509",101.8,"76,304",53.7,4,2013
"5,007",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"24,235",29.3,"19,228",-10.4,5,2013
"29,790",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"86,476",24.7,"56,686",-3.9,5,2013
"2,376",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,236",4.8,"22,860",3.2,6,2013
"9,490",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"75,702",12.7,"66,212",3.7,6,2013
"-6,331",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"31,484",22.0,"37,815",13.6,7,2013
"26,229",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"79,504",14.5,"53,275",-5.7,7,2013
"-6,566",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"40,432",15.0,"46,998",8.5,8,2013
"26,857",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"74,555",2.8,"47,698",-29.6,8,2013
814,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"45,596",10.4,"44,782",-2.9,9,2013
"26,176",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,359",6.0,"43,183",-41.4,9,2013
"-5,273",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"45,610",2.3,"50,883",29.5,10,2013
"23,648",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"86,544",17.0,"62,896",-6.7,10,2013
"3,817",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"43,220",4.5,"39,403",6.1,11,2013
