CA,LC,MC,SC,S_code,country,export,export_rate,import,import_rate,month,year
"-4,737",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"74,223",-0.4,"78,960",2.7,11,2013
"5,122",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"35,362",3.0,"30,240",36.5,12,2013
"25,572",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"77,645",1.0,"52,073",9.1,12,2013
"1,609",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"26,394",18.1,"24,785",-7.1,1,2012
"17,398",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"62,814",-1.2,"45,416",32.8,1,2012
"1,842",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,769",10.6,"20,927",20.6,2,2012
"18,471",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"61,362",21.9,"42,891",31.0,2,2012
"1,889",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"24,979",-2.1,"23,090",9.9,3,2012
"24,891",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"84,299",28.3,"59,408",43.5,3,2012
"2,246",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,695",9.4,"19,449",-2.9,4,2012
"20,476",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"70,134",11.4,"49,658",25.8,4,2012
"-2,711",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"18,746",-6.7,"21,457",-8.6,5,2012
"10,344",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,348",0.7,"59,004",12.1,5,2012
"1,935",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"24,081",11.1,"22,146",-25.6,6,2012
"3,337",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"67,193",7.1,"63,856",34.1,6,2012
"-7,493",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,805",20.8,"33,298",-24.6,7,2012
"12,917",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,415",13.3,"56,498",15.3,7,2012
"-7,493",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,805",20.8,"33,298",-24.6,8,2012
"12,917",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,415",13.3,"56,498",15.3,8,2012
"-4,807",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"41,316",6.1,"46,123",-3.6,9,2012
"-8,279",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"65,456",-7.6,"73,735",55.8,9,2012
"5,303",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"44,599",-9.0,"39,296",-11.4,10,2012
"6,588",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"73,982",13.4,"67,394",32.3,10,2012
"4,187",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"41,341",-0.4,"37,154",-12.2,11,2012
"-2,372",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"74,497",13.3,"76,869",48.2,11,2012
"12,185",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"34,346",2.2,"22,161",-23.4,12,2012
"29,165",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"76,882",18.5,"47,717",7.3,12,2012
"-4,342",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,349",-29.9,"26,691",31.9,1,2011
"29,385",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"63,585",54.4,"34,200",-6.5,1,2011
"3,227",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,583",-25.2,"17,356",4.3,2,2011
"17,576",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"50,321",22.1,"32,745",-26.7,2,2011
"4,505",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,515",11.5,"21,010",33.2,3,2011
"24,311",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"65,709",26.9,"41,398",-0.2,3,2011
-191,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"19,831",-3.6,"20,022",22.6,4,2011
"23,503",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"62,966",32.5,"39,463",4.8,4,2011
"-3,378",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,089",-0.7,"23,467",24.9,5,2011
"16,216",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"68,872",33.2,"52,656",75.5,5,2011
"-8,068",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,680",-12.8,"29,748",32.5,6,2011
"15,137",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"62,738",11.5,"47,601",25.9,6,2011
"-22,777",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,366",-5.9,"44,143",39.3,7,2011
"12,262",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"61,250",9.7,"48,988",22.0,7,2011
"-22,777",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,366",-5.9,"44,143",39.3,8,2011
"12,262",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"61,250",9.7,"48,988",22.0,8,2011
"-8,891",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"38,933",-4.9,"47,824",5.0,9,2011
"23,503",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"70,817",36.3,"47,314",5.6,9,2011
"4,680",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"49,033",26.3,"44,353",-3.6,10,2011
"14,284",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"65,218",20.7,"50,934",-3.7,10,2011
-797,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"41,521",36.8,"42,318",22.5,11,2011
"13,906",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"65,777",21.7,"51,871",43.3,11,2011
"4,704",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"33,618",9.1,"28,914",-2.3,12,2011
"20,417",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"64,875",18.7,"44,458",19.0,12,2011
"11,655",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"31,884",33.4,"20,229",-18.6,1,2010
"4,636",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"41,195",-17.4,"36,559",-28.4,1,2010
"10,862",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"27,502",42.7,"16,640",-11.7,2,2010
"-3,494",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"41,207",-17.0,"44,701",-32.5,2,2010
"7,109",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,880",43.8,"15,771",6.2,3,2010
"10,279",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"51,767",-9.5,"41,488",-33.7,3,2010
"4,235",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,571",15.3,"16,336",16.2,4,2010
"9,892",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"47,537",-15.9,"37,645",-8.0,4,2010
"1,441",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,227",-7.9,"18,786",55.7,5,2010
"21,721",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"51,722",1.8,"30,001",-50.9,5,2010
"2,400",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"24,859",15.5,"22,459",43.9,6,2010
"18,454",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"56,272",28.0,"37,818",-66.2,6,2010
"-8,984",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,695",-11.8,"31,679",26.6,7,2010
"15,667",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"55,834",32.3,"40,167",-26.4,7,2010
"-18,717",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"26,061",-20.2,"44,778",49.5,8,2010
"20,214",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"61,344",30.3,"41,130",-54.8,8,2010
"-4,620",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"40,920",-6.7,"45,540",23.2,9,2010
"7,150",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"51,942",15.1,"44,792",34.8,9,2010
"-7,170",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"38,834",-12.2,"46,004",28.1,10,2010
"1,130",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"54,035",11.1,"52,905",6.9,10,2010
"-4,206",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"30,345",-21.1,"34,551",27.1,11,2010
"17,864",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"54,063",24.2,"36,199",-63.8,11,2010
"1,225",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"30,820",-36.1,"29,595",48.0,12,2010
"17,321",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"54,673",-25.1,"37,352",18.9,12,2010
-951,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"23,894",-4.9,"24,845",15.9,1,2009
"-1,218",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"49,877",3.2,"51,095",42.9,1,2009
435,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"19,271",-14.0,"18,836",7.7,2,2009
"-16,521",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"49,674",-15.8,"66,195",91.4,2,2009
"1,054",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"15,910",-22.8,"14,856",-13.9,3,2009
"-5,420",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"57,201",-13.9,"62,621",106.2,3,2009
"3,790",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"17,847",-12.6,"14,057",-33.6,4,2009
"15,651",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"56,551",-18.0,"40,900",-2.3,4,2009
"9,904",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,966",-2.0,"12,062",-28.8,5,2009
"-10,240",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"50,822",-26.4,"61,062",76.2,5,2009
"5,913",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,521",2.5,"15,608",-21.3,6,2009
"-67,799",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"43,979",-24.0,"111,778",164.7,6,2009
711,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,732",-6.8,"25,021",-27.0,7,2009
"-12,354",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"42,215",-53.0,"54,569",14.1,7,2009
"2,723",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"32,667",-3.3,"29,944",-6.5,8,2009
"-43,879",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"47,061",-23.7,"90,940",95.4,8,2009
"6,902",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"43,873",3.0,"36,971",-8.6,9,2009
"11,896",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"45,125",-32.8,"33,229",-25.4,9,2009
"8,312",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"44,223",-5.9,"35,911",-9.4,10,2009
-826,조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"48,649",-30.0,"49,475",14.3,10,2009
"11,271",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"38,451",5.8,"27,180",-21.6,11,2009
"-56,393",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"43,534",-30.6,"99,927",93.0,11,2009
"28,261",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"48,252",90.4,"19,991",-19.6,12,2009
"41,577",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"73,003",22.0,"31,426",-48.9,12,2009
"3,704",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,134",36.5,"21,430",11.9,1,2008
"12,603",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"48,352",2.5,"35,749",9.4,1,2008
"4,921",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,416",27.3,"17,495",3.6,2,2008
"24,426",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"59,008",27.3,"34,582",51.9,2,2008
"3,362",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,611",12.0,"17,249",-6.7,3,2008
"36,089",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"66,458",24.4,"30,369",13.8,3,2008
-734,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"20,421",6.7,"21,155",13.6,4,2008
"27,093",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"68,945",37.1,"41,852",16.4,4,2008
"5,465",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,416",23.0,"16,951",-4.8,5,2008
"34,356",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,014",36.5,"34,658",-0.7,5,2008
"1,172",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,003",-4.0,"19,831",17.0,6,2008
"15,668",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"57,889",18.6,"42,221",15.8,6,2008
"-6,674",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"27,599",21.8,"34,273",11.6,7,2008
"41,908",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"89,728",73.9,"47,820",27.5,7,2008
"1,758",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"33,792",7.8,"32,034",-1.0,8,2008
"15,106",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"61,641",23.0,"46,535",9.7,8,2008
"2,144",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"42,584",-7.2,"40,440",10.1,9,2008
"22,602",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"67,127",29.2,"44,525",27.9,9,2008
"7,396",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"47,017",24.4,"39,621",7.6,10,2008
"26,223",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"69,493",26.7,"43,270",1.7,10,2008
"1,706",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"36,357",10.0,"34,651",20.3,11,2008
"10,983",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"62,771",16.1,"51,788",29.9,11,2008
471,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"25,347",-19.9,"24,876",0.3,12,2008
"-1,662",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"59,816",0.9,"61,478",40.6,12,2008
-742,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"18,411",-18.7,"19,153",-5.9,1,2007
"14,489",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"47,169",36.4,"32,680",21.3,1,2007
719,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"17,609",4.9,"16,890",-2.2,2,2007
"23,574",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"46,347",38.7,"22,773",0.1,2,2007
-80,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"18,401",-15.3,"18,481",5.1,3,2007
"26,751",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"53,441",30.4,"26,690",10.4,3,2007
508,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"19,137",-19.6,"18,629",12.8,4,2007
"14,339",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"50,282",38.1,"35,943",40.9,4,2007
413,조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"18,227",-20.3,"17,814",-0.2,5,2007
"15,670",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"50,569",25.4,"34,899",30.4,5,2007
"4,924",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"21,867",-14.7,"16,943",2.1,6,2007
"12,351",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"48,799",19.5,"36,448",35.6,6,2007
"-8,048",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"22,652",8.1,"30,700",47.5,7,2007
"14,101",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"51,612",31.8,"37,511",1.2,7,2007
"-1,022",조립금속제품,합금철,"보일러, 방열기 및 동 부품",순번,미국,"31,339",-6.9,"32,361",16.1,8,2007
"7,706",조립금속제품,합금철,설치용 금속탱크 및 저장용기,21012,미국,"50,125",10.5,"42,419",47.0,8,2007
